Series Name,Location,Parameter,Timestamp,Value,Offset
"Depth","FS-Bottom","Depth-sensor",2024-04-12 16:00,3.2101,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-12 16:00,12.8734,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-12 16:00,13.467,0
"Surface DO","FS-Surface","DO-sensor",2024-04-12 16:00,10.0662,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-12 16:00,1.7212,0
"Surface pH","FS-Surface","pH-sensor",2024-04-12 16:00,8.113,0
"Depth","FS-Bottom","Depth-sensor",2024-04-12 15:00,3.1459,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-12 15:00,12.7944,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-12 15:00,13.3599,0
"Surface DO","FS-Surface","DO-sensor",2024-04-12 15:00,10.0938,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-12 15:00,1.6197,0
"Surface pH","FS-Surface","pH-sensor",2024-04-12 15:00,8.1268,0
"Depth","FS-Bottom","Depth-sensor",2024-04-12 14:00,2.9588,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-12 14:00,9.2652,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-12 14:00,13.3291,0
"Surface DO","FS-Surface","DO-sensor",2024-04-12 14:00,10.3491,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-12 14:00,1.4658,0
