Series Name,Location,Parameter,Timestamp,Value,Offset
"Depth","FS-Bottom","Depth-sensor",2025-02-08 14:00,1.435,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 14:00,0,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 14:00,9.8658,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 14:00,10.8576,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 13:00,1.6666,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 13:00,1.7388,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 13:00,9.9212,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 13:00,10.6657,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 12:00,2.0411,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 12:00,2.731,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 12:00,9.9298,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 12:00,10.5628,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 11:00,2.4985,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 11:00,6.5548,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 11:00,10.0825,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 11:00,10.2279,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 10:00,2.9542,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 10:00,24.2951,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 10:00,11.051,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 10:00,8.726,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 09:00,3.3055,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 09:00,32.5815,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 09:00,11.505,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 09:00,8.1192,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 08:00,3.5535,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 08:00,32.8697,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 08:00,11.5162,0
